index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
373,hexagone immobilier (hexagone immobilier),Paris,cylamy@hexagone.immo,https://annuaire-entreprises.data.gouv.fr/entreprise/481342822,annuaire-entreprises.data.gouv.fr,MOYENNE
791,Gestion locative,Clayes,contact@gestionplus78.fr,https://www.gestionplus78.fr/gestion-locative,gestionplus78.fr,MOYENNE
1012,Vaissiere Immobilier,Montigny,contact@vaissiere-immo.fr,https://www.vaissiere-immo.fr/,vaissiere-immo.fr,MOYENNE
1672,karin arnaud immobilier (karin arnaud immobilier),Grenoble,karin@karinarnaud.fr,https://annuaire-entreprises.data.gouv.fr/entreprise/karin-arnaud-immobilier-karin-arnaud-immobilier-879650885,annuaire-entreprises.data.gouv.fr,MOYENNE
2292,LA PÉPITE IMMOBILIERE,Biot,groupe@agence-lapepite.fr,https://www.agence-lapepite.fr/,agence-lapepite.fr,MOYENNE
3406,Trans'Acte Immobilier,Arras,bsebert@transacte-immobilier.fr,https://www.transacte-immobilier.fr/,transacte-immobilier.fr,MOYENNE
3703,eleonore hett immobilier (eleonore hett immobilier),Ancien,e.hett@referenceimmobilier.eu,https://annuaire-entreprises.data.gouv.fr/entreprise/535284608,annuaire-entreprises.data.gouv.fr,MOYENNE
1061,Immobilière des Bords de Marne,Bry,contact@immodesbordsdemarne.fr,http://www.immodesbordsdemarne.fr/demandeinfos_ref2308,immodesbordsdemarne.fr,MOYENNE
2208,L'agence | Joséphine Immobilier,La Salle Les Alpes,josephine.loridon@josephine-immobilier.com,https://www.josephine-immobilier.com/agence,josephine-immobilier.com,MOYENNE
2294,L'agence immobilière Off Market,Son,info@private-estate.fr,https://private-estate.fr/fr/,private-estate.fr,MOYENNE
3212,AGENCE IMMOBILIERE COMBARIEU - Caussade,Caussade,caussade@combarieuimmobilier.com,https://www.combarieuimmobilier.com/,combarieuimmobilier.com,MOYENNE
3493,Agence immobilière Compiègne | Agence du Château,Compiègne,agencechateau.compiegne@wanadoo.fr,https://www.ag-chateau-compiegne.com/,ag-chateau-compiegne.com,MOYENNE
3930,Immobilière des Pierres Blondes: Agence immobilière ...,Bordeaux,contact@immo-pierresblondes.com,https://www.immo-pierresblondes.com/,immo-pierresblondes.com,MOYENNE
790,Leconte Immobilier,Paris Leconte Immobilier,agence@leconte-immobilier.com,https://www.leconte-immobilier.com/,leconte-immobilier.com,MOYENNE
1953,Le Domaine de l'immobilier Viennois : agence immobilière ...,Vienne,contact@divimmo.fr,https://www.divimmo.fr/,divimmo.fr,MOYENNE
3134,Nat'Immo v2,Montfermeil France,agence@natimmo30.fr,https://www.agence-immobiliere-gard.com/,agence-immobiliere-gard.com,MOYENNE
3615,Agence immobilière | Strasbourg,Holtzheim,contact@immo-maxx.fr,https://immo-maxx.com/contact-rdv/,immo-maxx.com,MOYENNE
506,Bellon Immobilier,Senlis,contact@bellon-immobilier.com,https://bellon-immobilier.com/,bellon-immobilier.com,MOYENNE
660,"Cabinet Michel Laurent, Administrateur de Biens",Paris,mladb@mladb.fr,https://www.michellaurent.com/download/FICHE_DE_RENSEIGNEMENTS.pdf,michellaurent.com,MOYENNE
825,Agence Principale,La Rochelle Quelle,direction@agenceprincipale.com,https://www.agenceprincipale.com/,agenceprincipale.com,MOYENNE
3452,Gestion | Castelin Immobilier,Confiez,c.castelin@celtimo.fr,https://www.celtimo.fr/gestion,celtimo.fr,MOYENNE
4335,Maryline DELAHAYE,Angers,maryline.delahaye@youlive-immobilier.fr,https://youlive-immobilier.fr/conseiller-youlive/maryline-delahaye/,youlive-immobilier.fr,MOYENNE
4444,agence rêve de mer,Basse-Indre,contact@agence-revedemer.fr,https://www.agence-revedemer.fr/,agence-revedemer.fr,MOYENNE
281,Home Catcher,Paris,contact@homecatcher.fr,https://annuaire.frenchmorning.com/business/home-catcher-vous-trouve-le-bien-de-vos-reves-a-paris/,annuaire.frenchmorning.com,MOYENNE
578,My House Immobilier,Bagneux,contact@myhouseimmobilier.com,https://www.myhouseimmobilier.com/,myhouseimmobilier.com,MOYENNE
1348,immobilier | AGENCE DU CENTRE,Co,agenceducentre@adcrambouillet.com,https://www.adcrambouillet.com/,adcrambouillet.com,MOYENNE
2237,Agence immobilière Immo Select,La Seyne,immoselect83@gmail.com,https://immoselect83.fr/fr/notre-agence,immoselect83.fr,MOYENNE
3654,Idemmo | Agence Immobilière – Lorraine,Longeville,lorraine@idemmo.fr,https://idemmo.fr/,idemmo.fr,MOYENNE
4427,ATP IMMOBILIER,Saint-Hilaire,contact@atpimmobilier.fr,https://www.atpimmobilier.fr/,atpimmobilier.fr,MOYENNE
612,immobilier | CABINET THOMAS,Caen,e.thomas@cabinethomas.fr,https://www.cabinethomas.fr/,cabinethomas.fr,MOYENNE
1100,Cabinet STIL Immobilier,Évry-Courcouronnes,contact@stil-immo.fr,https://www.stil-immo.fr/,stil-immo.fr,MOYENNE
1600,Metropole Immobilier: Agence immobilière Bourgoin-Jallieu,Pontcharra,contact@metropoleimmobilier.com,https://www.metropoleimmobilier.com/,metropoleimmobilier.com,MOYENNE
2783,"Cabinet Turin Immobilier, Le Cannet",Le Cannet,contact@cabinetturin.fr,http://www.cabinetturin.fr/,cabinetturin.fr,MOYENNE
3904,Honoré Immobilier | Bordeaux,Bordeaux France,bonjour@honore.immo,https://www.honore.immo/fr/,honore.immo,MOYENNE
930,Copropriété,Toulon,contact@grechimmo.com,https://www.grechimmo.fr/copropriete,grechimmo.fr,MOYENNE
939,Copropriété,Toulon,contact@grechimmo.com,https://www.grechimmo.fr/copropriete,grechimmo.fr,MOYENNE
1405,AGENCE CÔTÉ VENDEUR,Gratentour,contact@cote-vendeur.fr,https://www.gratentour.fr/professionels/agence-cote-vendeur/,gratentour.fr,MOYENNE
1712,Immobilier Finance Et Patrimoine à Grenoble,Grenoble,jp.noblet@ifp-immobilier.fr,https://www.infobel.com/fr/france/immobilier_finance_et_patrimoine/grenoble/FR113557341-0476271905/businessdetails.aspx,infobel.com,MOYENNE
1766,Recrutement,Nice France,contact.inspireimmo@gmail.fr,https://www.inspireimmo.com/contact-8,inspireimmo.com,MOYENNE
2556,Recrutement,Juan,agence@centerbayimmobilier.com,https://www.centerbayimmobilier.com/recrutement,centerbayimmobilier.com,MOYENNE
2797,AGENCE DU VALLAT | Agence immobilière la ciotat,Neuville-Près-Sées,contact@agenceduvallat.com,https://www.surfaceprivee.com/immobilier-agence-6135.html,surfaceprivee.com,MOYENNE
3218,Souillé Frères Agence Immobilière,Brax,agen@souille.fr,https://www.agencesouilleagen.com/,agencesouilleagen.com,MOYENNE
3593,Agence immobilière CONSULTING FISCAL ET PATRIMONIAL,Eckwersheim,contact@cfimmo.fr,https://groupecfimmo.fr/fr/,groupecfimmo.fr,MOYENNE
3895,Carole Bourgade Real Estate - Bordeaux,Bordeaux,carole@carolebourgade.com,https://www.carolebourgade.com/en/,carolebourgade.com,MOYENNE
3959,Agence immobilière | AGENCE IMMO K,Buxerolles,buxerolles@agenceimmok.com,https://www.agenceimmok.com/,agenceimmok.com,MOYENNE
40,Biens de Famille,Paris,contact@biensdefamille.com,https://www.biensdefamille.com/,biensdefamille.com,MOYENNE
316,L'agence,La,contact@ibi-immobilier.fr,https://www.ibi-immobilier.fr/l-agence,ibi-immobilier.fr,MOYENNE
435,Le Rosenberg Immobilier à Hégenheim,Ferrette,rosenbergimmobilier@gmail.com,https://www.immoregion.fr/agence-immobiliere/le-rosenberg-immobilier/hegenheim/110927,immoregion.fr,MOYENNE
1593,L'agence,Bron,muguet@soaimmo.fr,https://soaimmo.fr/l-agence,soaimmo.fr,MOYENNE
1749,Novimmo | L'immobilier en confiance,Clermont,contact@novimmo.fr,https://novimmo.fr/,novimmo.fr,MOYENNE
2744,L'agence,Grasse,sandrine@countryside-immobilier.com,https://countryside-immobilier.com/fr/agence/,countryside-immobilier.com,MOYENNE
2754,L'AGENCE,Aubagne,benjaminsanchezimmo@gmail.com,https://lagenceimmobiliereaubagne.fr/,lagenceimmobiliereaubagne.fr,MOYENNE
2910,L'équipe,La Valette,lcds.immobilier@gmail.com,https://www.lesclesdusoleil.com/equipe.html,lesclesdusoleil.com,MOYENNE
3689,AVENUE DE l'IMMOBILIER,Hagondange,contact@avenuedelimmobilier.com,https://www.avenuedelimmobilier.com/,avenuedelimmobilier.com,MOYENNE
3810,L'agence,Chaumont,doyon-immobilier@orange.fr,https://www.doyon-immobilier.fr/l-agence,doyon-immobilier.fr,MOYENNE
3846,Archipels Immobilier,Bordeaux Archipels Immobilier,contact@archipel-immobilier.fr,https://www.archipels-immo.fr/,archipels-immo.fr,MOYENNE
3980,L'agence,La Rochelle,larochelle.frenchproperties@gmail.com,https://www.larochelle-frenchproperties.com/l-agence,larochelle-frenchproperties.com,MOYENNE
3996,Harmon Immobilier,Artix,contact@harmon-international.fr,https://harmon-international.fr/fr/,harmon-international.fr,MOYENNE
2949,Pôle Immobilier Labège,Labège Tél,labege@pole-immobilier.com,https://www.pole-immobilier.com/,pole-immobilier.com,MOYENNE
3835,Frongia à Longwy - Agence immobilière ...,Longwy,frongiaagenceimmo@free.fr,https://www.immoregion.fr/agence-immobiliere/frongia/longwy/11417,immoregion.fr,MOYENNE
3946,LA CLE DE CHEZ VOUS,Benet France,benet@lacledechezvous.com,https://www.lacledechezvous.com/,lacledechezvous.com,MOYENNE
859,immobilier | Paris 15 Boucicaut Paris,This,agencep15@gmail.com,https://www.cabinetlaparisienneimmobilier.com/catalog/contact_us.php?manufacturer_id=403845&products_id=60508895,cabinetlaparisienneimmobilier.com,MOYENNE
1021,IMMOBILIÈRE JEANNE D'ARC,Versailles,agence@immojeannedarc.com,https://immojeannedarc.com/fr/,immojeannedarc.com,MOYENNE
1175,immobilier | L'Immobilière du Château,Ferrières,contact@immoduchateau.fr,https://www.immoduchateau.fr/,immoduchateau.fr,MOYENNE
2525,Accueil | Prestige International,Juan,info@prestige-immo.fr,https://prestige-immo.fr/fr/,prestige-immo.fr,MOYENNE
2564,Accueil | Prestige International,Juan,info@prestige-immo.fr,https://prestige-immo.fr/fr/,prestige-immo.fr,MOYENNE
3470,Stéphanie Lekieffre Immobilier: Agence immobilière ...,Villeneuve,stephanielekieffre.immo@gmail.com,https://www.stephanielekieffre-immo.fr/,stephanielekieffre-immo.fr,MOYENNE
3472,SOPHIE CLEMENT IMMOBILIER Beauvais (60000),Envoyer,contact@sophieclementimmobilier.fr,https://www.reseau-expertimo.fr/2266-mandataire/1,reseau-expertimo.fr,MOYENNE
3866,iBac Immo,Bordeaux Stroup Joffrey,bordeaux@ibac.immo,https://www.ibac.immo/,ibac.immo,MOYENNE
4310,Essentiel Immo: immobilier,Saint-Gély,contact@essentiel-immo.com,https://www.essentiel-immo.com/,essentiel-immo.com,MOYENNE
605,Agence Tradition immobilier,Paris,contact@tradition-immobilier.com,https://www.tradition-immobilier.com/,tradition-immobilier.com,MOYENNE
1644,Agence Immobilière Patient: Agence immobilière Cayenne,Cayenne,agence@sarlpatient.fr,https://www.agenceimmobilierepatient.fr/,agenceimmobilierepatient.fr,MOYENNE
3234,EIC Immobilier,Fleury,contact@eic-immobilier.fr,https://eic-immobilier.fr/,eic-immobilier.fr,MOYENNE
3598,Ludwig & Imhoff Immobilier,Confiez,agence@ludwigimhoff.com,https://www.ludwigimhoff.fr/,ludwigimhoff.fr,MOYENNE
3788,David Vert Immobilier,Châlons,david.vert@provimo.fr,https://www.davidvertimmobilier.fr/,davidvertimmobilier.fr,MOYENNE
379,Les Molières Immobilier,Agence,contact@lesmolieresimmobilier.fr,http://www.lesmolieresimmobilier.fr/,lesmolieresimmobilier.fr,MOYENNE
2112,Societe Marseillaise Immo,Marseille,contact@lorenzi-immobilier.com,https://www.lorenzi-immobilier.com/,lorenzi-immobilier.com,MOYENNE
2252,Locations immobilières,Nice,info.englimmo@gmail.com,https://www.englimmo.com/location/1,englimmo.com,MOYENNE
3345,Idimmo 31,Cintegabelle,idimmo31@idimmo.net,https://idimmo31.idimmo.net/,idimmo31.idimmo.net,MOYENNE
3984,Benoit Immobilier à La Rochelle,La Rochelle,lp.benoitimmo@gmail.com,https://www.infobel.com/fr/france/agence_benoit_immobilier/la_rochelle/FR104800031-0546411919/businessdetails.aspx,infobel.com,MOYENNE
4012,CNEUF IMMOBILIER,La Rochelle France,almangold@cneufimmobilier.com,https://www.cneufimmobilier.com/fr/,cneufimmobilier.com,MOYENNE
4178,Locations immobilières,Rennes,location@pgaprestige.com,https://www.pga-immobilier.com/location/1,pga-immobilier.com,MOYENNE
4479,Kahili.fr,Bonsecours,Kahili@kahili.fr,https://www.kahili.fr/,kahili.fr,MOYENNE
4519,Agence ACT-IMMO,Cherbourg,contact@agenceactimmo.com,https://www.actimmo50.fr/,actimmo50.fr,MOYENNE
4552,Locations immobilières,Saint-Marcel,gestion@vimmo-conseil.fr,https://www.vimmo-conseil.fr/location/1,vimmo-conseil.fr,MOYENNE
402,Louer un bien immobilier,Marseille France,contact@cl-immo.ch,https://cl-immo.ch/a-louer/,cl-immo.ch,MOYENNE
624,L'intermédiaire immobilier,Annonce,info@lintermediaire-immo.be,https://www.lintermediaire-immo.be/,lintermediaire-immo.be,MOYENNE
1328,Rames Conseils Immobiliers - Villemomble,Villemomble,rames-immobilier@wanadoo.fr,https://rames.fr/nos-annonces/,rames.fr,MOYENNE
1705,appi rhone-alpes assistance et pilotage de programmes ...,Grenoble,contact@appi-rhone-alpes.com,https://www.pappers.fr/entreprise/appi-rhone-alpes-assistance-et-pilotage-de-programmes-immobiliers-rhone-alpes-799930730,pappers.fr,MOYENNE
2085,Société CLS IMMO,Toulon France,contact@cls.immo,https://www.pappers.fr/entreprise/cls-immo-888986734,pappers.fr,MOYENNE
2266,ServiceAzur - Côte d'Azur,Nice,info@serviceazur.com,https://serviceazur.com/fr/,serviceazur.com,MOYENNE
2429,Vente immobilier professionnel,Romans,contact@limmobilierdepauline.com,https://www.limmobilierdepauline.com/vente-pro/1,limmobilierdepauline.com,MOYENNE
2856,Vente immobilier professionnel,Golfe Juan,info@agencedusquare.com,https://www.agencedusquare.com/vente-immobilier-professionnel/1,agencedusquare.com,MOYENNE
4000,Biens immobiliers à vendre,La Jarrie Idimmo,fournier@idimmo.net,https://larochelle.idimmo.net/vente/1,larochelle.idimmo.net,MOYENNE
4150,https://switch-immobilier.fr/,Cazaux,cazaux@switch-immobilier.fr,https://switch-immobilier.fr/,switch-immobilier.fr,MOYENNE
4277,Société ALB IMMO,Aix,contact@alb-immo.com,https://www.pappers.fr/entreprise/alb-immo-103508339,pappers.fr,MOYENNE
973,immobilier | ADRESSE EN VILLE,Levallois Perret,adresseenville@gmail.com,https://www.adresse-en-ville.com/,adresse-en-ville.com,MOYENNE
1400,Lamasa Immobilier,Lagny,lamasa@lamasa.fr,https://lamasa.fr/,lamasa.fr,MOYENNE
1431,L'étude du centre,Villeneuve,contact@letudeducentre.fr,https://www.letudeducentre.fr/,letudeducentre.fr,MOYENNE
1693,Grésivaudan,Bernin,agence.grenoble.gresivaudan@cif-immo.com,https://www.cif-immo.com/gresivaudan,cif-immo.com,MOYENNE
3179,Offres locations vacances,Amélie,contact@immobilier2000.net,https://www.immobilier2000.net/980-.html,immobilier2000.net,MOYENNE
3726,L'immobilière Du Loison: Agence immobilière Nancy,Nancy,immobiliereduloison@orange.fr,https://www.immobiliereduloison.com/,immobiliereduloison.com,MOYENNE
3861,Index of /,Bordeaux,accueil@cls33.fr,https://www.cabinetliquard.com/,cabinetliquard.com,MOYENNE
3990,Cabinet Demougin: Agence immobilière à La Rochelle,La Rochelle,contact@demougin-immobilier.com,https://demougin-immobilier.com/,demougin-immobilier.com,MOYENNE
4207,L'IMMOBILIER SAINTONGEAIS,Saintes,contact@immobilier-saintongeais.com,https://www.immobilier-saintongeais.com/,immobilier-saintongeais.com,MOYENNE
4240,Agence immobilière à Hendaye – LAGUILLON,Hendaye,plage@agence-laguillon.com,https://www.agence-laguillon.com/,agence-laguillon.com,MOYENNE
4306,Syndic AGENCE HYACINTHE IMMOBILIER à Cholet,Cholet,accueil@hyacintheimmobilier.com,https://www.vicinorum.com/syndics/Cholet/AGENCE%20HYACINTHE%20IMMOBILIER/,vicinorum.com,MOYENNE
4506,immobilier | C. BARRÉ IMMOBILIER,Cette,accueil@barre-immobilier.com,https://www.barre-immobilier.fr/,barre-immobilier.fr,MOYENNE
341,IPC IMMOBILIER Paris,Paris,guy.franquet@ipcsa.fr,https://www.ipcsa.fr/agence/121619___/ipc-immobilier-paris.html,ipcsa.fr,MOYENNE
768,O'REAL,Paris,contact@o-real.fr,https://www.o-real-cardinal.fr/,o-real-cardinal.fr,MOYENNE
782,Immobilière du Parc - Corbeil-Essonnes,Saint-Pierre,contact@immobiliere-du-parc.fr,https://www.immobiliere-du-parc.fr/,immobiliere-du-parc.fr,MOYENNE
3922,NICOLAS LANTERI IMMOBILIER à BORDEAUX - 33000,Adresse,lanteri-nicolas@orange.fr,https://www.fnaim-gironde.fr/nicolas-lanteri-immobilier/bordeaux/agence-immobiliere/501659,fnaim-gironde.fr,MOYENNE
4177,Loco Immo | Gradignan,Gradignan,contact@locoimmo.com,https://ro-ro.facebook.com/LocoImmo33/,ro-ro.facebook.com,MOYENNE
622,Isabelle Guettaf | Immobilier Privé,Paris,ig@isabelleg.com,https://isabelleg.com/,isabelleg.com,MOYENNE
1340,Contact,Bussy-Saint-Georges,contacts@aivb.net,https://www.aib-net.org/contact,aib-net.org,MOYENNE
1449,Agence immobilière Orsay | Agence Centrale Immobilier,Orsay,agence-centrale@wanadoo.fr,https://www.agencecentrale.fr/,agencecentrale.fr,MOYENNE
1602,accueil,St Laurent,contact@onlycapital.fr,https://onlycapital.fr/accueil/,onlycapital.fr,MOYENNE
2196,Accueil,Le Crès,contact@lexa-immobilier.fr,https://www.lexa-immobilier.fr/lexa-immobilier/,lexa-immobilier.fr,MOYENNE
3659,Post de GENERALE IMMOBILIERE,Metz,generale.immobiliere@free.fr,https://fr.linkedin.com/posts/generale-immobiliere-48271110_g%C3%A9n%C3%A9rale-immobili%C3%A8re-activity-6728951173446946816-ggae,fr.linkedin.com,MOYENNE
4160,"Agence immobilière à Périgueux, Immobilier La Maison ...",Périgueux,agence@immobilierlamaison.fr,https://www.immobilierlamaison.fr/,immobilierlamaison.fr,MOYENNE
4377,Location de biens immobiliers,Les Sables,immolonne@gmail.com,https://www.immolonne.fr/location/1,immolonne.fr,MOYENNE
4526,Steph'abrite | Agence immobilière gestion locative,Caen,accueil@stephabrite.fr,https://www.stephabrite.com/,stephabrite.com,MOYENNE
514,Annonces immobilières | Agence de la Gare,Fosses,fosses@agencegare.immo,https://www.agencegare.immo/vente/1,agencegare.immo,MOYENNE
587,Qui sommes nous,Palaiseau,bureau@agencelemarechal.fr,https://www.agence-le-marechal.fr/content/1/qui-sommes-nous.html,agence-le-marechal.fr,MOYENNE
1433,Qui sommes-nous,Moissy Cramayel,contact@lacledelimmo77.fr,https://www.lacledelimmo77.fr/content/9/qui-sommes-nous.html,lacledelimmo77.fr,MOYENNE
1555,Qui sommes nous?,Lyon,clement@ipsoimmobilier.com,https://www.ipsoimmobilier.com/content/2/qui-sommes-nousf.html,ipsoimmobilier.com,MOYENNE
1569,Société SNC REGIE CHAPOT ET CIE à 69006 LYON,Lyon,regie.chapot@gmail.com,https://annuaire-entreprises.data.gouv.fr/entreprise/964502066,annuaire-entreprises.data.gouv.fr,MOYENNE
2128,Qui sommes-nous,Bordeaux,bparsy@parsyfineproperties.fr,https://parsyfineproperties.fr/agence/,parsyfineproperties.fr,MOYENNE
2154,Qui sommes nous,Nantes,contact@biensanantes.com,https://www.biensanantes.com/content/3/qui-sommes-nous.html,biensanantes.com,MOYENNE
2203,Stand Immo,Marseille,standimmo@gmail.com,https://www.standimmo.fr/,standimmo.fr,MOYENNE
2214,PGI Gestion Immobilière,Les Granges,pgi@pgi-gestion-immobiliere.fr,https://www.pgi-gestion.com/,pgi-gestion.com,MOYENNE
2671,Qui sommes-nous,Saint-Raphaël,contact@bersanimmobilier.com,https://www.bersanimmobilier.com/content/1/qui-sommes-nous-f.html,bersanimmobilier.com,MOYENNE
2748,À vendre - Access Immo,Élesmes,contact@access.immo,https://www.access.immo/statut-bien/a-vendre/,access.immo,MOYENNE
3714,Qui sommes-nous,Riedisheim,etude.hoenner@wanadoo.fr,https://www.etude-hoenner.com/content/2/qui-sommes-nous.html,etude-hoenner.com,MOYENNE
3816,FGI (FRANCE GESTION IMMOBILIERE) | Accueil | Location ...,Vandoeuvre,net@fgi-immobilier.com,https://fgi-immobilier.com/,fgi-immobilier.com,MOYENNE
4162,Qui sommes-nous ?,Chateaubourg,contact@agence-cornier.com,"https://www.cornier-immobilier.fr/qui-sommes-nous,133",cornier-immobilier.fr,MOYENNE
4340,Qui sommes nous,Angers,contact@uncoinenanjou.fr,https://www.uncoinenanjou.fr/content/1/qui-sommes-nous.html,uncoinenanjou.fr,MOYENNE
4605,Agence Immobilière | AGENCE CENTRALE,Saint Florentin Informations,info@agencecentrale89.com,https://www.agencecentrale89.com/,agencecentrale89.com,MOYENNE
319,Agence,Paris,Hello@dbayeh.fr,https://www.dbayeh.fr/agence/,dbayeh.fr,MOYENNE
565,Syndic,Marignier,direction@gravityimmo.fr,https://www.gravityimmo.fr/syndic,gravityimmo.fr,MOYENNE
775,Agence immobilière Versailles | Agence Notre Dame,Versailles,agence@immobilierenotredame.com,https://www.immobilierenotredame.com/,immobilierenotredame.com,MOYENNE
958,VENTE HOME GEST,Boulogne-Billancourt,contact@homegest.fr,https://www.homegest.fr/vente,homegest.fr,MOYENNE
